token_count,file_name
171,gold_full/Educacion Financiera/Diccionario/BD1-00364 - INDICADOR MENSUAL DE ACTIVIDAD ECONÓMICA (IMACEC).md
88,gold_full/Educacion Financiera/Diccionario/BD1-00365 - INDUSTRIA.md
283,gold_full/Educacion Financiera/Diccionario/BD1-00366 - INFLACIÓN.md
147,gold_full/Educacion Financiera/Diccionario/BD1-00367 - INFORMACIÓN BÁSICA COMERCIAL.md
86,gold_full/Educacion Financiera/Diccionario/BD1-00368 - INFORME DE LIQUIDACIÓN.md
132,gold_full/Educacion Financiera/Diccionario/BD1-00369 - INGRESOS FISCALES.md
64,gold_full/Educacion Financiera/Diccionario/BD1-00370 - INNOVACIÓN.md
46,gold_full/Educacion Financiera/Diccionario/BD1-00371 - INSUMO.md
88,gold_full/Educacion Financiera/Diccionario/BD1-00372 - INTERCAMBIO.md
135,gold_full/Educacion Financiera/Diccionario/BD1-00373 - INTERÉS.md
56,gold_full/Educacion Financiera/Diccionario/BD1-00374 - INTERÉS ASEGURABLE.md
45,gold_full/Educacion Financiera/Diccionario/BD1-00375 - INTERMEDIARIO.md
140,gold_full/Educacion Financiera/Diccionario/BD1-00376 - INVERSIÓN.md
126,gold_full/Educacion Financiera/Diccionario/BD1-00377 - INVESTIGACIÓN DE MERCADO.md
108,gold_full/Educacion Financiera/Diccionario/BD1-00378 - IVA IMPUESTO AL VALOR AGREGADO.md
98,gold_full/Educacion Financiera/Diccionario/BD1-00379 - JUBILACIÓN.md
72,gold_full/Educacion Financiera/Diccionario/BD1-00380 - LEASING.md
84,gold_full/Educacion Financiera/Diccionario/BD1-00381 - LETRAS HIPOTECARIAS.md
75,gold_full/Educacion Financiera/Diccionario/BD1-00382 - LEY DE LA DEMANDA.md
80,gold_full/Educacion Financiera/Diccionario/BD1-00383 - LEY DE LA OFERTA.md
188,gold_full/Educacion Financiera/Diccionario/BD1-00384 - LEY DE PROTECCIÓN AL CONSUMIDOR.md
134,gold_full/Educacion Financiera/Diccionario/BD1-00385 - LEYES LABORALES.md
90,gold_full/Educacion Financiera/Diccionario/BD1-00386 - LEYES PREVISIONALES.md
65,gold_full/Educacion Financiera/Diccionario/BD1-00387 - LÍNEA DE CRÉDITO.md
76,gold_full/Educacion Financiera/Diccionario/BD1-00388 - LIQUIDACIÓN DE SINIESTRO.md
121,gold_full/Educacion Financiera/Diccionario/BD1-00389 - LIQUIDADOR DE SINIESTROS.md
80,gold_full/Educacion Financiera/Diccionario/BD1-00390 - MACROECONOMÍA.md
65,gold_full/Educacion Financiera/Diccionario/BD1-00391 - MANO DE OBRA.md
40,gold_full/Educacion Financiera/Diccionario/BD1-00392 - MANO DE OBRA CALIFICADA.md
54,gold_full/Educacion Financiera/Diccionario/BD1-00393 - MARKETING.md
80,gold_full/Educacion Financiera/Diccionario/BD1-00394 -MAXIMIZAR BENEFICIOS.md
172,gold_full/Educacion Financiera/Diccionario/BD1-00395 - MERCADO.md
54,gold_full/Educacion Financiera/Diccionario/BD1-00396 - MERCADO BURSÁTIL.md
41,gold_full/Educacion Financiera/Diccionario/BD1-00397 - MERCADO DE BIENES Y SERVICIOS.md
57,gold_full/Educacion Financiera/Diccionario/BD1-00398 - MERCADO DE FACTORES.md
106,gold_full/Educacion Financiera/Diccionario/BD1-00399 - MERCADO DE TRABAJO.md
65,gold_full/Educacion Financiera/Diccionario/BD1-00400 - MERCADO FINANCIERO.md
146,gold_full/Educacion Financiera/Diccionario/BD1-00401 - MERCADO NEGRO.md
108,gold_full/Educacion Financiera/Diccionario/BD1-00402 - MICROECONOMÍA.md
129,gold_full/Educacion Financiera/Diccionario/BD1-00403 - MINIMIZAR COSTOS.md
81,gold_full/Educacion Financiera/Diccionario/BD1-00404 - MONEDA.md
107,gold_full/Educacion Financiera/Diccionario/BD1-00405 - MONTO ASEGURADO.md
109,gold_full/Educacion Financiera/Diccionario/BD1-00406 - NECESIDAD.md
116,gold_full/Educacion Financiera/Diccionario/BD1-00407 - NEOLIBERALISMO.md
114,gold_full/Educacion Financiera/Diccionario/BD1-00408 - OFERTA.md
49,gold_full/Educacion Financiera/Diccionario/BD1-00409 - OFERTA COMERCIAL.md
52,gold_full/Educacion Financiera/Diccionario/BD1-00410 - OFERTA LABORAL.md
163,gold_full/Educacion Financiera/Diccionario/BD1-00411 - OPORTUNIDADES.md
77,gold_full/Educacion Financiera/Diccionario/BD1-00412 - PAGO AUTOMÁTICO.md
113,gold_full/Educacion Financiera/Diccionario/BD1-00413 - PAGO MÍNIMO.md
19,gold_full/Educacion Financiera/Diccionario/BD1-00414 - PASIVO.md
32,gold_full/Educacion Financiera/Diccionario/BD1-00415 - PÉRDIDA.md
70,gold_full/Educacion Financiera/Diccionario/BD1-00416 - PÉRDIDA TOTAL.md
58,gold_full/Educacion Financiera/Diccionario/BD1-00417 - PERIODO ACTIVO MÍNIMO.md
80,gold_full/Educacion Financiera/Diccionario/BD1-00418 - PERÍODO DE GRACIA.md
64,gold_full/Educacion Financiera/Diccionario/BD1-00419 - PERÍODO DE NO PAGO.md
76,gold_full/Educacion Financiera/Diccionario/BD1-00420 - PLAZO DE GRACIA.md
95,gold_full/Educacion Financiera/Diccionario/BD1-00421 - POBLACIÓN DESEMPLEADA.md
52,gold_full/Educacion Financiera/Diccionario/BD1-00422 - PÓLIZA.md
80,gold_full/Educacion Financiera/Diccionario/BD1-00423 - PRECIOS.md
265,gold_full/Educacion Financiera/Diccionario/BD1-00424 - PRESCRIPCIÓN DE LA DEUDA.md
302,gold_full/Educacion Financiera/Diccionario/BD1-00425 - PRÉSTAMO.md
74,gold_full/Educacion Financiera/Diccionario/BD1-00426 - PRESUPUESTO.md
29,gold_full/Educacion Financiera/Diccionario/BD1-00427 - PRIMA.md
98,gold_full/Educacion Financiera/Diccionario/BD1-00428 - PRODUCCIÓN.md
125,gold_full/Educacion Financiera/Diccionario/BD1-00429 - PRODUCTO INTERNO BRUTO (PIB).md
99,gold_full/Educacion Financiera/Diccionario/BD1-00430 - PRODUCTOS.md
72,gold_full/Educacion Financiera/Diccionario/BD1-00431 - PROMOCIONES.md
74,gold_full/Educacion Financiera/Diccionario/BD1-00432 - PROVEEDORES.md
86,gold_full/Educacion Financiera/Diccionario/BD1-00433 - PUBLICIDAD.md
153,gold_full/Educacion Financiera/Diccionario/BD1-00434 - QUIEBRA.md
55,gold_full/Educacion Financiera/Diccionario/BD1-00435 - RAMA DE ACTIVIDAD ECONÓMICA.md
36,gold_full/Educacion Financiera/Diccionario/BD1-00436 - REAJUSTABILIDAD.md
75,gold_full/Educacion Financiera/Diccionario/BD1-00437 - RECURSOS.md
203,gold_full/Educacion Financiera/Diccionario/BD1-00438 - RECURSOS HUMANOS.md
119,gold_full/Educacion Financiera/Diccionario/BD1-00439 - RECURSOS NATURALES.md
100,gold_full/Educacion Financiera/Diccionario/BD1-00440 - REGISTRO DE PÓLIZAS.md
167,gold_full/Educacion Financiera/Diccionario/BD1-00441 - REGLA PROPORCIONAL O PRORRATEO.md
51,gold_full/Educacion Financiera/Diccionario/BD1-00442 - RENOVACIÓN AUTOMÁTICA.md
288,gold_full/Educacion Financiera/Diccionario/BD1-00443 - RENTA.md
173,gold_full/Educacion Financiera/Diccionario/BD1-00444 - RENTA FIJA.md
158,gold_full/Educacion Financiera/Diccionario/BD1-00445 - RENTA TEMPORAL CON RENTA VITALICIA DIFERIDA.md
205,gold_full/Educacion Financiera/Diccionario/BD1-00446 - RENTA VARIABLE.md
254,gold_full/Educacion Financiera/Diccionario/BD1-00447 - RENTA VITALICIA.md
103,gold_full/Educacion Financiera/Diccionario/BD1-00448 - RENTABILIDAD FINANCIERA (ROE).md
81,gold_full/Educacion Financiera/Diccionario/BD1-00449 - REPACTACIÓN UNILATERAL.md
70,gold_full/Educacion Financiera/Diccionario/BD1-00450 - RETAIL.md
259,gold_full/Educacion Financiera/Diccionario/BD1-00451 - RETIRO PROGRAMADO.md
50,gold_full/Educacion Financiera/Diccionario/BD1-00452 - RIESGO.md
27,gold_full/Educacion Financiera/Diccionario/BD1-00453 - RIESGOS INASEGURABLES.md
200,gold_full/Educacion Financiera/Diccionario/BD1-00454 - RIQUEZA.md
105,gold_full/Educacion Financiera/Diccionario/BD1-00455 - SALARIO.md
44,gold_full/Educacion Financiera/Diccionario/BD1-00456 - SECTOR PRIMARIO.md
65,gold_full/Educacion Financiera/Diccionario/BD1-00457 - SECTOR PRIVADO.md
59,gold_full/Educacion Financiera/Diccionario/BD1-00458 - SECTOR PÚBLICO.md
55,gold_full/Educacion Financiera/Diccionario/BD1-00459 - SECTOR SECUNDARIO.md
45,gold_full/Educacion Financiera/Diccionario/BD1-00460 - SECTOR TERCIARIO.md
75,gold_full/Educacion Financiera/Diccionario/BD1-00461 - SECTORES PRODUCTIVOS.md
151,gold_full/Educacion Financiera/Diccionario/BD1-00462 - SEGURIDAD LABORAL.md
145,gold_full/Educacion Financiera/Diccionario/BD1-00463 - SEGURO.md
58,gold_full/Educacion Financiera/Diccionario/BD1-00464 - SEGURO A PRIMA PERDIDA.md
96,gold_full/Educacion Financiera/Diccionario/BD1-00465 - SEGURO ASOCIADOS A CRÉDITOS.md
69,gold_full/Educacion Financiera/Diccionario/BD1-00466 - SEGURO DE CESANTÍA.md
192,gold_full/Educacion Financiera/Diccionario/BD1-00467 - SEGUROS.md
62,gold_full/Educacion Financiera/Diccionario/BD1-00468 - SEGUROS COLECTIVOS.md
50,gold_full/Educacion Financiera/Diccionario/BD1-00469 - SERVICIO.md
135,gold_full/Educacion Financiera/Diccionario/BD1-00470 - SERVICIO DE IMPUESTOS INTERNOS (SII).md
100,gold_full/Educacion Financiera/Diccionario/BD1-00471 - SERVICIOS.md
109,gold_full/Educacion Financiera/Diccionario/BD1-00472 - SINDICATO.md
84,gold_full/Educacion Financiera/Diccionario/BD1-00473 - SINIESTRALIDAD.md
35,gold_full/Educacion Financiera/Diccionario/BD1-00474 - SINIESTRO.md
64,gold_full/Educacion Financiera/Diccionario/BD1-00475 - SISTEMA BANCARIO.md
153,gold_full/Educacion Financiera/Diccionario/BD1-00476 - SISTEMA FINANCIERO.md
76,gold_full/Educacion Financiera/Diccionario/BD1-00477 - SOBREENDEUDAMIENTO.md
50,gold_full/Educacion Financiera/Diccionario/BD1-00478 - SOBREPRIMA.md
68,gold_full/Educacion Financiera/Diccionario/BD1-00479 - SOBRESEGURO.md
49,gold_full/Educacion Financiera/Diccionario/BD1-00480 - SPREAD.md
222,gold_full/Educacion Financiera/Diccionario/BD1-00481 - SUBSIDIO.md
66,gold_full/Educacion Financiera/Diccionario/BD1-00482 - SUELDO MÍNIMO.md
114,gold_full/Educacion Financiera/Diccionario/BD1-00483 - SUPERINTENDENCIA DE BANCOS E INSTITUCIONES FINANCIERAS DE CHILE.md
65,gold_full/Educacion Financiera/Diccionario/BD1-00484 - SVS.md
42,gold_full/Educacion Financiera/Diccionario/BD1-00485 - TARIFA.md
199,gold_full/Educacion Financiera/Diccionario/BD1-00486 - TARJETA DE CRÉDITO BANCARIA.md
143,gold_full/Educacion Financiera/Diccionario/BD1-00487 - TARJETA DE CRÉDITO COMERCIAL.md
105,gold_full/Educacion Financiera/Diccionario/BD1-00488 - TASA DE INTERÉS.md
162,gold_full/Educacion Financiera/Diccionario/BD1-00489 - TASA DE INTERÉS CORRIENTE.md
59,gold_full/Educacion Financiera/Diccionario/BD1-00490 - TASA DE INTERÉS DE CAPTACIÓN.md
54,gold_full/Educacion Financiera/Diccionario/BD1-00491 - TASA DE INTERÉS DE COLOCACIÓN.md
92,gold_full/Educacion Financiera/Diccionario/BD1-00492 - TASA DE INTERÉS MÁXIMA CONVENCIONAL.md
76,gold_full/Educacion Financiera/Diccionario/BD1-00493 - TASA DE INTERÉS MORATORIA.md
161,gold_full/Educacion Financiera/Diccionario/BD1-00494 - TASA LIBRE DE RIESGO.md
76,gold_full/Educacion Financiera/Diccionario/BD1-00495 - TECNOLOGÍA.md
60,gold_full/Educacion Financiera/Diccionario/BD1-00496 - TERMINACIÓN DEL SEGURO.md
114,gold_full/Educacion Financiera/Diccionario/BD1-00497 - TIERRA.md
118,gold_full/Educacion Financiera/Diccionario/BD1-00498 - TIPO DE CAMBIO.md
247,gold_full/Educacion Financiera/Diccionario/BD1-00499 - TOMA DE DECISIONES.md
40,gold_full/Educacion Financiera/Diccionario/BD1-00500 - TRABAJO.md
63,gold_full/Educacion Financiera/Diccionario/BD1-00501 - TRANSACCIÓN.md
110,gold_full/Educacion Financiera/Diccionario/BD1-00502 - TRUQUE.md
58,gold_full/Educacion Financiera/Diccionario/BD1-00503 - UNIDAD TRIBUTARIA ANUAL (UTA).md
73,gold_full/Educacion Financiera/Diccionario/BD1-00504 - UNIDAD TRIBUTARIA MENSUAL (UTM).md
101,gold_full/Educacion Financiera/Diccionario/BD1-00505 - UTILIDAD.md
125,gold_full/Educacion Financiera/Diccionario/BD1-00506 - VALOR AGREGADO.md
73,gold_full/Educacion Financiera/Diccionario/BD1-00507 - VALOR DE CAMBIO.md
60,gold_full/Educacion Financiera/Diccionario/BD1-00508 - VALOR DE LA CUOTA.md
87,gold_full/Educacion Financiera/Diccionario/BD1-00509 - VALOR NETO.md
157,gold_full/Educacion Financiera/Diccionario/BD1-00510 - VALORES GARANTIZADOS.md
100,gold_full/Educacion Financiera/Diccionario/BD1-00511 - VENTA.md
59,gold_full/Educacion Financiera/Diccionario/BD1-00512 - VIGENCIA DEL SEGURO.md
51,gold_full/Educacion Financiera/Preguntas Frecuentes/Acciones/BD1-00027 - Cuándo puedo vender las acciones_v1.0.md
93,gold_full/Educacion Financiera/Preguntas Frecuentes/Acciones/BD1-00028 - Tienen intereses las acciones_v1.0.md
58,gold_full/Educacion Financiera/Preguntas Frecuentes/Acciones/BD1-00029 - Son reajustables las acciones_v1.0.md
65,gold_full/Educacion Financiera/Preguntas Frecuentes/Acciones/BD1-00030 - Qué es el valor bolsa de una acción_v1.0.md
34,gold_full/Educacion Financiera/Preguntas Frecuentes/Acciones/BD1-00031 - Cuánto duran las acciones_v1.0.md
122,gold_full/Educacion Financiera/Preguntas Frecuentes/Acciones/BD1-00032 - Por qué quisiera tener acciones_v1.0.md
174,gold_full/Educacion Financiera/Preguntas Frecuentes/Crédito/BD1-00001- Qué es el certificado de antecedentes comerciales_v1.0.md
137,gold_full/Educacion Financiera/Preguntas Frecuentes/Crédito/BD1-00002 - Cuándo deja de estar publicado en protesto en el boletín comercial_v1.0.md
91,gold_full/Educacion Financiera/Preguntas Frecuentes/Crédito/BD1-00003 - Qué costo tiene realizar una aclaración_v1.0.md
152,gold_full/Educacion Financiera/Preguntas Frecuentes/Crédito/BD1-00004 - Qué es la aclaración de un protesto o cuota morosa publicado en el boletín comercial_v1.0.md
235,gold_full/Educacion Financiera/Preguntas Frecuentes/Crédito/BD1-00005 - Qué es el boletín comercial_v1.0.md
198,gold_full/Educacion Financiera/Preguntas Frecuentes/Crédito/BD1-00006 - Qué importancia tienen los antecedentes comerciales y crediticios_v1.0.md
109,gold_full/Educacion Financiera/Preguntas Frecuentes/Crédito/BD1-00007 - Cuándo conviene contratar meses de gracia_v1.0.md
115,gold_full/Educacion Financiera/Preguntas Frecuentes/Crédito/BD1-00008 - Es posible pagar anticipadamente un crédito hipotecario_v1.0.md
69,gold_full/Educacion Financiera/Preguntas Frecuentes/Fondo_Mutuo/BD1-00018 - Qué es un fondo mutuo_v1.0.md
143,gold_full/Educacion Financiera/Preguntas Frecuentes/Fondo_Mutuo/BD1-00019 - Qué ventajas tiene invertir en un fondo mutuo_v1.0.md
26,gold_full/Educacion Financiera/Preguntas Frecuentes/Fondo_Mutuo/BD1-00020 - Qué es un partícipe_v1.0.md
98,gold_full/Educacion Financiera/Preguntas Frecuentes/Fondo_Mutuo/BD1-00021 - Qué son las series_v1.0.md
163,gold_full/Educacion Financiera/Preguntas Frecuentes/Fondo_Mutuo/BD1-00022 - Qué son las cuotas y los valores cuotas_v1.0.md
78,gold_full/Educacion Financiera/Preguntas Frecuentes/Fondo_Mutuo/BD1-00023 - Qué es la cartera de inversiones de un fondo mutuo_v1.0.md
151,gold_full/Educacion Financiera/Preguntas Frecuentes/Fondo_Mutuo/BD1-00024 - Cómo saber en que fondo mutuo invertir_v1.0.md
127,gold_full/Educacion Financiera/Preguntas Frecuentes/Fondo_Mutuo/BD1-00025 - Hay costos asociados a las inversiones en fondos mutuos_v1.0.md
104,gold_full/Educacion Financiera/Preguntas Frecuentes/Fondo_Mutuo/BD1-00026 - Todos los fondos mutuos tienen el mismo riesgo_v1.0.md
87,gold_full/Educacion Financiera/Preguntas Frecuentes/Otras/BD1-00009 - Para qué te sirve la educación financiera_v1.0.md
52,gold_full/Educacion Financiera/Preguntas Frecuentes/Otras/BD1-00010 - Dónde puedo pagar mis impuestos_v1.0.md
66,gold_full/Educacion Financiera/Preguntas Frecuentes/Seguros/BD1-00011 - Qué hacer si la vivienda no tiene seguro de sismo_v1.0.md
313,gold_full/Educacion Financiera/Preguntas Frecuentes/Seguros/BD1-00012 - Cómo cobrar el seguro de sismo y qué plazo tiene para denunciar el siniestro_v1.0.md
108,gold_full/Educacion Financiera/Preguntas Frecuentes/Seguros/BD1-00013 - Están los bancos y entidades crediticias obligadas a contratar seguros de sismo para las viviendas hipotecadas_v1.0.md
159,gold_full/Educacion Financiera/Preguntas Frecuentes/Seguros/BD1-00014 - En caso que el seguro de incendio contratado por mi banco o entidad de crédito no cuente con cobertura de sismo_v1.0.md
153,gold_full/Educacion Financiera/Preguntas Frecuentes/Seguros/BD1-00015 - Cuál es la situación de los seguros por sismo tratándose de comunidades de edificios o departamentos_v1.0.md
190,gold_full/Educacion Financiera/Preguntas Frecuentes/Seguros/BD1-00016 - Cubre el seguro de sismo los bienes muebles_v1.0.md
71,gold_full/Educacion Financiera/Preguntas Frecuentes/Seguros/BD1-00017 - Cuál es el plazo para recibir el pago de la indemnización_v1.0.md
339,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00082 - Cuentas en invierno cómo evitar que se dispare tu gasto mensual_v1.0.md
369,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00083 - Cómo ahorrar durante el invierno sin pasar frío_v1.0.md
507,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00084 - Cómo hacer para ahorrar si tienes deudas_v1.0.md
369,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00085 - Cómo ahorrar si tengo ingresos irregulares_v1.0.md
276,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00086 - Renta fija y variable cuál es la mejor opción para tu primer ahorro_v1.0.md
422,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00087 - Tuviste un ingreso extra 5 consejos para no gastarlo todo de una_v1.0.md
427,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00088 - 4 ideas para ahorrar en contextos financieros complicados_v1.0.md
415,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00089 - Cómo iniciar un fondo de emergencia sin grandes ingresos_v1.0.md
392,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00090 - Ahorro en pareja estrategias para gastar menos y cumplir metas juntos_v1.0.md
408,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00091 - 4 claves para hacer rendir más tu sueldo_v1.0.md
330,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00092 - 3 pasos básicos para ahorrar al regreso de vacaciones_v1.0.md
381,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00093 - Tips para que tus vacaciones no desarmen tu bolsillo_v1.0.md
414,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00094 - 3 recomendaciones financieras para comenzar el 2025 con el pie derecho_v1.0.md
369,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00095 - Ahorrar vs invertir cuál es la diferencia y qué opción es mejor para empezar el año_v1.0.md
322,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00096 - 4 pasos para finalizar el año con tus finanzas organizadas y proyectar el 2025_v1.0.md
351,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00097 - 5 ideas para regalar en Navidad sin gastar una fortuna_v1.0.md
264,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00098 - La diferencia entre ahorro y colchón financiero cuál es más importante_v1.0.md
414,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00099 - 3 pasos para comenzar a salir de las deudas sin complicarte en el intento_v1.0.md
394,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00100 - 5 errores comunes que afectan directamente tus ahorros_v1.0.md
371,gold_full/Educacion Financiera/Quiero Ahorrar/Detalle Quiero Ahorrar/BD1-00101 - Ahorro automático la clave para alcanzar tus metas financieras_v1.0.md
100,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00141 - Qué es calificacion energetica y en qué consiste.md
52,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00142 - Qué es la carta de resguardo y en qué consiste.md
69,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00143 - Qué es la cartola de gastos operacionales.md
59,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00144 - Qué es el certificado de pension de alimento y donde se obtiene.md
28,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00145 - Qué es el desembolso del credito.md
160,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00146 - En qué consisten y cuáles son los documentos sernac.md
85,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00147 - En qué consiste el documento hoja resumen del contrato.md
56,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00148 - En qué consiste el documento cotización y quien lo emite.md
98,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00149 - Cuál es la fuente del documento Certificado de Hipotecas y Gravámenes y cuál es su descripción.md
49,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00150 - Qué es el anexo de productos y servicios y que incluye.md
75,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00151 - En dónde puedo obtener el Certificado de Unión Civil y que contiene.md
115,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00152 - En dónde puedo obtener el Certificado de Matrimonio y que contiene.md
60,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00153 - En dónde puedo obtener el certificado de no Matrimonio y que contiene.md
85,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00154 - En qué consiste el Estudio de Titulo.md
69,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00155 - Qué es un certificado de Avalúo Fiscal y en donde lo puedo pedir y que contiene.md
80,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00156 - En dónde obtengo un certificado de pago de impuestos y que consiste.md
44,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00157 - En dónde obtengo el certificado de no expropiación de Serviu.md
82,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00158 - Qué es un certificado de no expropiación Municipal y donde lo puedo pedir.md
59,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00159 - En dónde se obtiene el certificado de número.md
131,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00160 - Qué es la recepción final y cual es su descripción.md
77,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00161 - En qué consiste el Certificado de Vivienda Social y donde se consigue.md
80,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00162 - En dónde puedo conseguir una Escritura Pública y como la pido.md
64,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00163 - En qué consiste el formulario 24 - Pago Impuesto y Timbre Estampilla.md
53,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00164 - Quién emite la Tasación y cuál es su descripción.md
57,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00165 - En qué consiste el seguro desgravamen.md
59,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00166 - Quién emite la solicitud de crédito hipotecario y cuál es su descripción.md
63,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00167 - Qué es una carta de aceptación seguro desgravamen y cuál es su descripción.md
94,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00168 - Qué es un certificado de deslindes del Conservador.md
200,gold_full/Fabrica Curse/Preguntas Frecuentes/BD1-00169 - Qué es la copia de inscripción de dominio vigente de la propiedad y como se obtiene.md
48,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00550 - A quiénes está dirigido Leasing Habitacional.md
192,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00551 - Beneficios para personas con discapacidad en programas Minvu DS1 Tramo 2.md
193,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00552 - Beneficios para personas con discapacidad en programas Minvu DS1 Tramo 3.md
93,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00553 - Cómo se financia la compra de una vivienda  DS1 Tramo 1.md
97,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00554 - Cómo se financia la compra de una vivienda  DS1 Tramo 2.md
98,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00555 - Cómo se financia la compra de una vivienda DS1 Tramo 3.md
73,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00556 - Documentos requeridos Leasing Habitacional.md
410,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00557 - DS19 Para comprar una vivienda con deuda hipotecaria.md
364,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00558 - DS19 Para comprar una vivienda si aún no tengo Subsidio.md
555,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00559 - DS19 Para comprar una vivienda sin deuda hipotecaria.md
432,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00560 - DS19 Plan de Integración Social para proyectos habitacionales.md
183,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00561 - DS19 Programa de Integración Social y Territorial.md
108,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00562 - En qué consiste el Programa  DS1 Tramo.md
109,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00563 - En qué consiste el programa DS1 Tramo 1.md
110,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00564 - En qué consiste el Programa DS1 Tramo 3.md
150,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00565 - Financiamiento Leasing Habitacional.md
122,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00566 - Leasing Habitacional.md
306,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00567 - Montos de subsidio según alternativa DS1 Tramo 1.md
269,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00568 - Montos de subsidio según alternativa DS1 Tramo 3.md
286,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00569 - Montos de subsidio según alternativa DS1 Tramo.md
281,gold_full/Sitio Externos/Minvu/Subsidios/Comprar una Vivienda/BD1-00570 - Paso a paso para postular  DS1 Tramo 3.md
